codigo_receita;orgao;uniorcam;receita_realizada_jan;receita_realizada_fev;receita_realizada_mar;receita_realizada_abr;receita_realizada_mai;receita_realizada_jun;receita_realizada_jul;receita_realizada_ago;receita_realizada_set;receita_realizada_out;receita_realizada_nov;receita_realizada_dez;meta_1bim;meta_2bim;meta_3bim;meta_4bim;meta_5bim;meta_6bim;caracteristica_peculiar_receita;recurso_vinculado;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.7.1.0.00.0.0.00.00.00.00.000;02;0201;812.069,17;1.153.212,59;773.003,36;780.194,30;842.366,82;1.085.226,29;1.705.528,07;1.003.487,59;959.411,41;1.004.129,65;960.163,37;1.355.273,25;1.714.824,08;1.683.891,52;1.714.138,89;2.394.875,40;1.995.293,57;2.290.810,66;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.00.0.0.00.00.00.00.000;02;0201;812.069,17;1.153.212,59;773.003,36;780.194,30;842.366,82;1.085.226,29;1.705.528,07;1.003.487,59;959.411,41;1.004.129,65;960.163,37;1.355.273,25;1.714.824,08;1.683.891,52;1.714.138,89;2.394.875,40;1.995.293,57;2.290.810,66;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.0.0.00.00.00.00.000;02;0201;704.664,10;1.014.632,54;599.915,78;583.011,84;607.926,50;494.780,22;854.820,18;542.850,19;456.328,82;646.138,05;793.433,97;1.168.935,20;1.437.314,30;1.437.050,77;1.438.005,99;1.791.193,52;1.449.548,55;1.803.910,51;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.2.0.00.00.00.00.000;02;0201;701.692,26;1.013.913,99;592.863,58;581.137,56;607.157,17;494.258,51;506.871,61;541.243,41;435.976,32;586.648,16;777.557,70;814.953,44;1.428.287,70;1.428.287,70;1.428.287,70;1.428.287,70;1.428.287,70;1.428.287,75;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.2.1.00.00.00.00.000;02;0201;701.692,26;1.013.913,99;592.863,58;581.137,56;607.157,17;494.258,51;506.871,61;541.243,41;435.976,32;586.648,16;777.557,70;814.953,44;1.428.287,70;1.428.287,70;1.428.287,70;1.428.287,70;1.428.287,70;1.428.287,75;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.2.1.01.00.00.00.000;02;0201;421.015,35;608.348,40;355.718,15;348.682,53;364.294,30;296.555,10;304.122,97;324.746,03;261.585,79;351.988,89;466.534,63;488.972,05;856.972,62;856.972,62;856.972,62;856.972,62;856.972,62;856.972,65;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.2.1.02.00.00.00.000;02;0201;35.084,61;50.695,70;29.643,18;29.056,88;30.357,86;24.712,93;25.343,58;27.062,18;21.798,82;29.332,41;38.877,88;40.747,68;71.414,38;71.414,38;71.414,38;71.414,38;71.414,38;71.414,41;000;0020;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.2.1.03.00.00.00.000;02;0201;105.253,84;152.087,10;88.929,54;87.170,64;91.073,57;74.138,78;76.030,74;81.186,52;65.396,45;87.997,23;116.633,65;122.243,02;214.243,16;214.243,16;214.243,16;214.243,16;214.243,16;214.243,14;000;0040;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.2.1.04.00.00.00.000;02;0201;140.338,46;202.782,79;118.572,71;116.227,51;121.431,44;98.851,70;101.374,32;108.248,68;87.195,26;117.329,63;155.511,54;162.990,69;285.657,54;285.657,54;285.657,54;285.657,54;285.657,54;285.657,55;000;0031;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.3.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;344.445,14;0,00;0,00;0,00;0,00;0,00;364.107,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.3.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;344.445,14;0,00;0,00;0,00;0,00;0,00;364.107,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.3.1.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;206.667,08;0,00;0,00;0,00;0,00;0,00;218.464,20;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.3.1.02.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;86.111,29;0,00;0,00;0,00;0,00;0,00;91.026,75;000;0020;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.3.1.03.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;51.666,77;0,00;0,00;0,00;0,00;0,00;54.616,05;000;0040;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.4.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;345.179,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;354.166,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.4.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;345.179,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;354.166,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.4.1.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;207.107,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;212.499,60;0,00;0,00;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.4.1.02.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;86.294,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;88.541,50;0,00;0,00;000;0020;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.4.1.03.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;51.776,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;53.124,90;0,00;0,00;000;0040;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.5.0.00.00.00.00.000;02;0201;2.971,84;718,55;7.052,20;1.874,28;769,33;521,71;2.769,07;1.606,78;20.352,50;59.489,89;15.876,27;9.536,62;9.026,60;8.763,07;9.718,29;8.739,82;21.260,85;11.515,76;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.5.1.00.00.00.00.000;02;0201;2.971,84;718,55;7.052,20;1.874,28;769,33;521,71;2.769,07;1.606,78;20.352,50;59.489,89;15.876,27;9.536,62;9.026,60;8.763,07;9.718,29;8.739,82;21.260,85;11.515,76;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.5.1.01.00.00.00.000;02;0201;1.783,10;431,13;4.231,32;1.124,56;461,60;313,02;1.661,45;964,06;12.211,50;35.693,92;9.525,75;5.721,97;6.902,44;6.902,44;6.902,44;6.902,44;6.902,44;6.902,43;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.5.1.02.00.00.00.000;02;0201;148,59;35,93;352,61;93,72;38,47;26,09;138,45;80,34;1.017,63;2.974,50;793,82;476,83;79,71;27,00;218,05;22,35;2.526,56;577,55;000;0020;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.5.1.03.00.00.00.000;02;0201;445,78;107,78;1.057,83;281,14;115,40;78,26;415,36;241,02;3.052,87;8.923,49;2.381,44;1.430,50;1.725,62;1.725,62;1.725,62;1.725,62;1.725,62;1.725,56;000;0040;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.01.5.1.04.00.00.00.000;02;0201;594,37;143,71;1.410,44;374,86;153,86;104,34;553,81;321,36;4.070,50;11.897,98;3.175,26;1.907,32;318,83;108,01;872,18;89,41;10.106,23;2.310,22;000;0031;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.02.0.0.00.00.00.00.000;02;0201;11.080,86;12.579,43;13.018,00;10.414,54;7.017,52;4.496,75;7.201,06;12.197,91;11.464,53;12.638,01;10.253,29;10.827,01;33.086,60;33.086,60;33.086,60;33.086,60;33.086,60;33.086,69;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.02.2.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;40,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.02.2.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;40,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.02.6.0.00.00.00.00.000;02;0201;11.080,86;12.579,43;13.018,00;10.374,49;7.017,52;4.496,75;7.201,06;12.197,91;11.464,53;12.638,01;10.253,29;10.827,01;33.086,60;33.086,60;33.086,60;33.086,60;33.086,60;33.086,69;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.02.6.1.00.00.00.00.000;02;0201;11.080,86;12.579,43;13.018,00;10.374,49;7.017,52;4.496,75;7.201,06;12.197,91;11.464,53;12.638,01;10.253,29;10.827,01;33.086,60;33.086,60;33.086,60;33.086,60;33.086,60;33.086,69;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.0.0.00.00.00.00.000;02;0201;66.558,21;96.501,37;111.927,89;94.173,46;93.437,63;99.437,63;479.437,63;173.381,63;137.891,54;127.153,40;120.412,59;125.283,57;191.051,64;130.105,64;116.051,64;429.879,09;401.868,74;352.986,39;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.1.0.00.00.00.00.000;02;0201;51.203,04;86.696,20;88.068,72;83.632,46;83.632,46;83.632,46;83.632,46;83.632,46;84.524,46;94.471,42;86.045,42;108.501,42;175.477,16;100.477,16;100.477,16;100.477,16;155.977,16;305.955,76;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.1.1.00.00.00.00.000;02;0201;51.203,04;86.696,20;88.068,72;83.632,46;83.632,46;83.632,46;83.632,46;83.632,46;84.524,46;94.471,42;86.045,42;108.501,42;175.477,16;100.477,16;100.477,16;100.477,16;155.977,16;305.955,76;000;4500;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.2.0.00.00.00.00.000;02;0201;735,83;735,83;735,83;735,83;735,83;735,83;735,83;735,83;735,83;735,83;735,83;735,83;1.141,06;1.141,06;1.141,06;1.141,06;1.141,06;3.296,13;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.2.1.00.00.00.00.000;02;0201;735,83;735,83;735,83;735,83;735,83;735,83;735,83;735,83;735,83;735,83;735,83;735,83;1.141,06;1.141,06;1.141,06;1.141,06;1.141,06;3.296,13;000;4501;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.3.0.00.00.00.00.000;02;0201;5.289,82;5.739,82;5.739,82;5.739,82;5.739,82;5.739,82;11.739,82;5.739,82;8.326,73;9.739,82;10.939,82;6.716,80;8.681,00;8.681,00;8.681,00;8.681,00;8.681,00;31.330,11;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.3.1.00.00.00.00.000;02;0201;5.289,82;5.739,82;5.739,82;5.739,82;5.739,82;5.739,82;11.739,82;5.739,82;8.326,73;9.739,82;10.939,82;6.716,80;8.681,00;8.681,00;8.681,00;8.681,00;8.681,00;31.330,11;000;4502;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.4.0.00.00.00.00.000;02;0201;9.329,52;3.329,52;3.329,52;3.329,52;3.329,52;9.329,52;3.329,52;3.329,52;3.329,52;3.329,52;9.329,52;9.329,52;5.752,42;5.752,42;5.752,42;5.752,42;5.752,42;5.752,46;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.4.1.00.00.00.00.000;02;0201;9.329,52;3.329,52;3.329,52;3.329,52;3.329,52;9.329,52;3.329,52;3.329,52;3.329,52;3.329,52;9.329,52;9.329,52;5.752,42;5.752,42;5.752,42;5.752,42;5.752,42;5.752,46;000;4503;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.9.0.00.00.00.00.000;02;0201;0,00;0,00;14.054,00;735,83;0,00;0,00;380.000,00;79.944,00;40.975,00;18.876,81;13.362,00;0,00;0,00;14.054,00;0,00;313.827,45;230.317,10;6.651,93;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.9.1.00.00.00.00.000;02;0201;0,00;0,00;14.054,00;735,83;0,00;0,00;380.000,00;79.944,00;40.975,00;18.876,81;13.362,00;0,00;0,00;14.054,00;0,00;313.827,45;230.317,10;6.651,93;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.9.1.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14.054,00;0,00;0,00;0,00;0,00;000;4511;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.9.1.01.00.00.00.000;02;0201;0,00;0,00;14.054,00;735,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4511;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.9.1.02.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;295.799,45;230.317,10;6.651,93;000;4511;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.9.1.02.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;380.000,00;61.916,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4511;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.9.1.03.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18.028,00;0,00;0,00;000;4511;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.9.1.03.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18.028,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4511;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.9.1.04.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.695,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4511;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.9.1.05.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13.280,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4511;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.9.1.06.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4511;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.9.1.07.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18.876,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4511;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.9.1.08.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.862,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4511;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.03.9.1.09.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4511;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.05.0.0.00.00.00.00.000;02;0201;28.336,00;29.499,25;32.672,59;41.996,48;22.945,73;30.607,76;28.785,38;30.583,07;29.900,20;30.426,29;30.813,06;29.531,33;38.091,72;61.037,86;59.309,86;59.309,86;59.309,86;64.316,36;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.05.1.0.00.00.00.00.000;02;0201;28.336,00;23.321,25;20.472,83;19.181,16;18.274,97;19.141,80;17.319,42;19.117,11;18.434,24;18.960,33;19.347,10;21.414,21;38.091,72;38.091,72;38.091,72;38.091,72;38.091,72;38.091,80;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.05.1.1.00.00.00.00.000;02;0201;28.336,00;23.321,25;20.472,83;19.181,16;18.274,97;19.141,80;17.319,42;19.117,11;18.434,24;18.960,33;19.347,10;21.414,21;38.091,72;38.091,72;38.091,72;38.091,72;38.091,72;38.091,80;000;1014;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.05.3.0.00.00.00.00.000;02;0201;0,00;6.178,00;7.645,60;13.707,00;116,60;6.911,80;6.911,80;6.911,80;6.911,80;6.911,80;6.911,80;6.911,80;0,00;13.447,20;11.719,20;11.719,20;11.719,20;11.719,20;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.05.3.1.00.00.00.00.000;02;0201;0,00;6.178,00;7.645,60;13.707,00;116,60;6.911,80;6.911,80;6.911,80;6.911,80;6.911,80;6.911,80;6.911,80;0,00;13.447,20;11.719,20;11.719,20;11.719,20;11.719,20;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.05.3.1.01.00.00.00.000;02;0201;0,00;2.436,00;3.410,40;5.846,40;0,00;2.923,20;2.923,20;2.923,20;2.923,20;2.923,20;2.923,20;2.923,20;0,00;4.982,40;4.982,40;4.982,40;4.982,40;4.982,40;000;1001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.05.3.1.02.00.00.00.000;02;0201;0,00;2.100,00;2.394,00;4.494,00;0,00;2.247,00;2.247,00;2.247,00;2.247,00;2.247,00;2.247,00;2.247,00;0,00;4.023,20;4.023,20;4.023,20;4.023,20;4.023,20;000;1031;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.05.3.1.03.00.00.00.000;02;0201;0,00;1.370,00;1.534,40;2.904,40;0,00;1.452,20;1.452,20;1.452,20;1.452,20;1.452,20;1.452,20;1.452,20;0,00;2.374,40;2.374,40;2.374,40;2.374,40;2.374,40;000;1033;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.05.3.1.04.00.00.00.000;02;0201;0,00;162,00;183,60;345,60;0,00;172,80;172,80;172,80;172,80;172,80;172,80;172,80;0,00;1.728,00;0,00;0,00;0,00;0,00;000;1059;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.05.3.1.05.00.00.00.000;02;0201;0,00;110,00;123,20;116,60;116,60;116,60;116,60;116,60;116,60;116,60;116,60;116,60;0,00;339,20;339,20;339,20;339,20;339,20;000;1071;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.05.4.0.00.00.00.00.000;02;0201;0,00;0,00;4.554,16;9.108,32;4.554,16;4.554,16;4.554,16;4.554,16;4.554,16;4.554,16;4.554,16;1.205,32;0,00;9.498,94;9.498,94;9.498,94;9.498,94;14.505,36;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.1.8.05.4.1.00.00.00.00.000;02;0201;0,00;0,00;4.554,16;9.108,32;4.554,16;4.554,16;4.554,16;4.554,16;4.554,16;4.554,16;4.554,16;1.205,32;0,00;9.498,94;9.498,94;9.498,94;9.498,94;14.505,36;000;1016;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
