codigo_receita;orgao;uniorcam;receita_realizada_jan;receita_realizada_fev;receita_realizada_mar;receita_realizada_abr;receita_realizada_mai;receita_realizada_jun;receita_realizada_jul;receita_realizada_ago;receita_realizada_set;receita_realizada_out;receita_realizada_nov;receita_realizada_dez;meta_1bim;meta_2bim;meta_3bim;meta_4bim;meta_5bim;meta_6bim;caracteristica_peculiar_receita;recurso_vinculado;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.7.2.8.99.0.0.00.00.00.00.000;02;0201;3.000,00;0,00;6.000,00;0,00;6.095,84;0,00;6.000,00;6.000,00;0,00;0,00;3.000,00;0,00;36.016,66;16,66;16,66;16,66;16,66;16,70;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.99.1.0.00.00.00.00.000;02;0201;3.000,00;0,00;6.000,00;0,00;6.095,84;0,00;6.000,00;6.000,00;0,00;0,00;3.000,00;0,00;36.016,66;16,66;16,66;16,66;16,66;16,70;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.99.1.1.00.00.00.00.000;02;0201;3.000,00;0,00;6.000,00;0,00;6.095,84;0,00;6.000,00;6.000,00;0,00;0,00;3.000,00;0,00;36.016,66;16,66;16,66;16,66;16,66;16,70;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.99.1.1.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;95,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,66;16,66;16,66;16,66;16,66;16,70;000;1114;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.2.8.99.1.1.02.00.00.00.000;02;0201;3.000,00;0,00;6.000,00;0,00;6.000,00;0,00;6.000,00;6.000,00;0,00;0,00;3.000,00;0,00;36.000,00;0,00;0,00;0,00;0,00;0,00;000;1112;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.4.0.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;22.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.000,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.4.8.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;22.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.000,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.4.8.10.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;22.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.000,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.4.8.10.1.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;22.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.000,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.4.8.10.1.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;22.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.000,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.4.8.10.1.1.03.00.00.00.000;02;0201;0,00;0,00;0,00;22.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.000,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.4.8.10.1.1.03.01.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.000,00;0,00;0,00;0,00;0,00;000;0900;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.4.8.10.1.1.03.01.00.00.000;02;0201;0,00;0,00;0,00;22.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0900;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.5.0.00.0.0.00.00.00.00.000;02;0201;365.169,63;296.248,88;306.696,60;273.305,28;224.229,29;214.148,99;256.926,78;257.437,32;282.757,21;305.428,96;307.376,34;357.391,05;477.112,22;961.296,16;463.220,57;421.674,35;610.232,89;476.584,75;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.5.8.00.0.0.00.00.00.00.000;02;0201;365.169,63;296.248,88;306.696,60;273.305,28;224.229,29;214.148,99;256.926,78;257.437,32;282.757,21;305.428,96;307.376,34;357.391,05;477.112,22;961.296,16;463.220,57;421.674,35;610.232,89;476.584,75;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.5.8.01.0.0.00.00.00.00.000;02;0201;365.169,63;296.248,88;306.696,60;273.305,28;224.229,29;214.148,99;256.926,78;257.437,32;282.757,21;305.428,96;307.376,34;356.830,84;477.112,22;961.296,16;463.220,57;421.674,35;610.232,89;476.584,75;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.5.8.01.1.0.00.00.00.00.000;02;0201;365.169,63;296.248,88;306.696,60;273.305,28;224.229,29;214.148,99;256.926,78;257.437,32;282.757,21;305.428,96;307.376,34;356.830,84;477.112,22;961.296,16;463.220,57;421.674,35;610.232,89;476.584,75;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.5.8.01.1.1.00.00.00.00.000;02;0201;365.169,63;296.248,88;306.696,60;273.305,28;224.229,29;214.148,99;256.926,78;257.437,32;282.757,21;305.428,96;307.376,34;356.830,84;477.112,22;961.296,16;463.220,57;421.674,35;610.232,89;476.584,75;000;0031;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.5.8.99.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;560,21;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.5.8.99.1.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;560,21;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.5.8.99.1.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;560,21;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.5.8.99.1.1.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;560,21;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.7.0.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;10.442,39;0,00;0,00;9.203,22;0,00;0,00;0,00;3.500,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.7.8.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;10.442,39;0,00;0,00;9.203,22;0,00;0,00;0,00;3.500,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.7.8.01.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;10.442,39;0,00;0,00;9.203,22;0,00;0,00;0,00;3.500,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.7.8.01.9.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;10.442,39;0,00;0,00;9.203,22;0,00;0,00;0,00;3.500,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.7.8.01.9.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;10.442,39;0,00;0,00;9.203,22;0,00;0,00;0,00;3.500,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.7.8.01.9.1.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;10.442,39;0,00;0,00;9.203,22;0,00;0,00;0,00;3.500,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.7.8.01.9.1.01.01.00.00.000;02;0201;0,00;0,00;0,00;0,00;10.442,39;0,00;0,00;9.203,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.7.7.8.01.9.1.01.02.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.500,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1050;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.0.0.00.0.0.00.00.00.00.000;02;0201;7.276,22;8.558,46;26.121,94;9.852,09;69.211,62;36.907,84;16.589,10;11.005,75;11.211,71;5.802,04;5.795,15;28.704,14;16.720,24;76.762,74;41.720,24;16.720,24;16.720,24;16.720,30;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.2.0.00.0.0.00.00.00.00.000;02;0201;5.824,02;2.944,60;4.337,21;4.914,56;63.574,70;31.058,58;10.708,70;5.131,30;5.068,35;0,00;0,00;18.184,27;10.053,58;55.053,58;35.053,58;10.053,58;10.053,58;10.053,60;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.2.8.00.0.0.00.00.00.00.000;02;0201;5.824,02;2.944,60;4.337,21;4.914,56;63.574,70;31.058,58;10.708,70;5.131,30;5.068,35;0,00;0,00;18.184,27;10.053,58;55.053,58;35.053,58;10.053,58;10.053,58;10.053,60;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.2.8.01.0.0.00.00.00.00.000;02;0201;4.668,65;2.769,51;4.069,68;4.846,81;5.082,70;5.117,28;5.089,68;5.131,30;5.068,35;0,00;0,00;15.311,02;10.053,58;10.053,58;10.053,58;10.053,58;10.053,58;10.053,60;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.2.8.01.1.0.00.00.00.00.000;02;0201;4.668,65;2.769,51;4.069,68;4.846,81;5.082,70;5.117,28;5.089,68;5.131,30;5.068,35;0,00;0,00;15.311,02;10.053,58;10.053,58;10.053,58;10.053,58;10.053,58;10.053,60;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.2.8.01.1.1.00.00.00.00.000;02;0201;4.668,65;2.769,51;4.069,68;4.846,81;5.082,70;5.117,28;5.089,68;5.131,30;5.068,35;0,00;0,00;15.311,02;10.053,58;10.053,58;10.053,58;10.053,58;10.053,58;10.053,60;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.2.8.01.1.1.01.00.00.00.000;02;0201;4.668,65;2.769,51;4.069,68;4.846,81;5.082,70;5.117,28;5.089,68;5.131,30;5.068,35;0,00;0,00;15.311,02;10.053,58;10.053,58;10.053,58;10.053,58;10.053,58;10.053,60;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.2.8.02.0.0.00.00.00.00.000;02;0201;1.155,37;175,09;267,53;67,75;58.492,00;25.941,30;5.619,02;0,00;0,00;0,00;0,00;2.873,25;0,00;45.000,00;25.000,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.2.8.02.9.0.00.00.00.00.000;02;0201;1.155,37;175,09;267,53;67,75;58.492,00;25.941,30;5.619,02;0,00;0,00;0,00;0,00;2.873,25;0,00;45.000,00;25.000,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.2.8.02.9.1.02.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;58.492,00;25.776,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45.000,00;25.000,00;0,00;0,00;0,00;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.2.8.02.9.1.08.00.00.00.000;02;0201;0,00;175,09;67,75;67,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.873,25;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.2.8.02.9.1.09.00.00.00.000;02;0201;1.155,37;0,00;0,00;0,00;0,00;0,00;5.619,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.2.8.02.9.2.02.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;165,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.2.8.02.9.3.02.00.00.00.000;02;0201;0,00;0,00;80,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.2.8.02.9.4.02.00.00.00.000;02;0201;0,00;0,00;119,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.9.0.00.0.0.00.00.00.00.000;02;0201;1.452,20;5.613,86;21.784,73;4.937,53;5.636,92;5.849,26;5.880,40;5.874,45;6.143,36;5.802,04;5.795,15;10.519,87;6.666,66;21.709,16;6.666,66;6.666,66;6.666,66;6.666,70;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.9.0.99.0.0.00.00.00.00.000;02;0201;1.452,20;5.613,86;21.784,73;4.937,53;5.636,92;5.849,26;5.880,40;5.874,45;6.143,36;5.802,04;5.795,15;10.519,87;6.666,66;21.709,16;6.666,66;6.666,66;6.666,66;6.666,70;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.9.0.99.1.0.00.00.00.00.000;02;0201;0,00;0,00;17.990,00;0,00;0,00;0,00;0,00;0,00;250,34;0,00;0,00;0,00;0,00;15.042,50;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.9.0.99.1.1.00.00.00.00.000;02;0201;0,00;0,00;17.990,00;0,00;0,00;0,00;0,00;0,00;250,34;0,00;0,00;0,00;0,00;15.042,50;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.9.0.99.1.1.05.00.00.00.000;02;0201;0,00;0,00;17.990,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.042,50;0,00;0,00;0,00;0,00;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.9.0.99.1.1.06.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;250,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.9.0.99.2.0.00.00.00.00.000;02;0201;1.452,20;5.613,86;3.794,73;4.937,53;5.636,92;5.849,26;5.880,40;5.874,45;5.893,02;5.802,04;5.795,15;10.519,87;6.666,66;6.666,66;6.666,66;6.666,66;6.666,66;6.666,70;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.9.0.99.2.1.00.00.00.00.000;02;0201;1.452,20;5.613,86;3.794,73;4.937,53;5.636,92;5.849,26;5.880,40;5.874,45;5.893,02;5.802,04;5.795,15;10.519,87;6.666,66;6.666,66;6.666,66;6.666,66;6.666,66;6.666,70;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.9.0.99.2.1.02.00.00.00.000;02;0201;1.452,20;5.613,86;3.794,73;4.937,53;5.636,92;5.849,26;5.880,40;5.874,45;5.893,02;5.802,04;5.738,35;10.519,87;6.666,66;6.666,66;6.666,66;6.666,66;6.666,66;6.666,70;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.1.9.9.0.99.2.1.03.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;56,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.0.0.0.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;218.540,00;0,00;100.000,00;6.000,00;0,00;98.340,00;0,00;0,00;57.143,00;106.950,00;646.955,54;120.250,00;100.000,00;447.239,34;0,00;57.143,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.2.0.0.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;120.200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;120.250,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.2.1.0.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;120.200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;120.250,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.2.1.3.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;120.200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;120.250,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.2.1.3.00.1.0.00.00.00.00.000;02;0201;0,00;0,00;120.200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;120.250,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.2.1.3.00.1.1.00.00.00.00.000;02;0201;0,00;0,00;120.200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;120.250,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.2.1.3.00.1.1.02.00.00.00.000;02;0201;0,00;0,00;120.200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;120.250,00;0,00;0,00;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.2.1.3.00.1.1.02.01.00.00.000;02;0201;0,00;0,00;87.800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;87.850,00;0,00;0,00;0,00;0,00;000;1010;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.2.1.3.00.1.1.02.02.00.00.000;02;0201;0,00;0,00;11.100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11.100,00;0,00;0,00;0,00;0,00;000;1011;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.2.1.3.00.1.1.02.03.00.00.000;02;0201;0,00;0,00;21.300,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21.300,00;0,00;0,00;0,00;0,00;000;4002;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.0.0.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;98.340,00;0,00;100.000,00;6.000,00;0,00;98.340,00;0,00;0,00;57.143,00;106.950,00;646.955,54;0,00;100.000,00;447.239,34;0,00;57.143,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.1.0.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;98.340,00;0,00;0,00;6.000,00;0,00;98.340,00;0,00;0,00;0,00;106.950,00;646.955,54;0,00;0,00;447.239,34;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
4.2.4.1.8.00.0.0.00.00.00.00.000;02;0201;0,00;0,00;98.340,00;0,00;0,00;6.000,00;0,00;98.340,00;0,00;0,00;0,00;106.950,00;646.955,54;0,00;0,00;447.239,34;0,00;0,00;000;0000;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input/pm/MES12\RECEITA.TXT"
