codigo_receita;orgao;uniorcam;receita_realizada_jan;receita_realizada_fev;receita_realizada_mar;receita_realizada_abr;receita_realizada_mai;receita_realizada_jun;receita_realizada_jul;receita_realizada_ago;receita_realizada_set;receita_realizada_out;receita_realizada_nov;receita_realizada_dez;meta_1bim;meta_2bim;meta_3bim;meta_4bim;meta_5bim;meta_6bim;caracteristica_peculiar_receita;recurso_vinculado;complemento_recurso_vinculado;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.7.1.8.10.0.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;238.856,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.10.9.0.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;238.856,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.10.9.1.00.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;238.856,00;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.10.9.1.01.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;238.856,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1210;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.12.0.0.00.00.00.00.000;02;0201;0,00;1.430,00;11.370,10;1.430,00;8.292,39;11.036,13;8.385,67;6.957,06;9.956,26;6.958,88;9.071,60;11.079,66;10.561,63;1.293,06;13.231,22;2.402,23;13.236,92;118.863,39;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.12.1.0.00.00.00.00.000;02;0201;0,00;1.430,00;11.370,10;1.430,00;8.292,39;11.036,13;8.385,67;6.957,06;9.956,26;6.958,88;9.071,60;11.079,66;10.561,63;1.293,06;13.231,22;2.402,23;13.236,92;118.863,39;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.12.1.1.00.00.00.00.000;02;0201;0,00;1.430,00;11.370,10;1.430,00;8.292,39;11.036,13;8.385,67;6.957,06;9.956,26;6.958,88;9.071,60;11.079,66;10.561,63;1.293,06;13.231,22;2.402,23;13.236,92;118.863,39;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.12.1.1.01.00.00.00.000;02;0201;0,00;1.430,00;1.430,00;1.430,00;2.860,00;0,00;2.860,00;1.430,00;1.430,00;1.430,00;0,00;1.430,00;2.485,75;1.293,06;3.808,76;2.402,23;2.368,97;2.349,82;000;1038;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.12.1.1.02.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.470,44;1.529,56;000;1067;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.12.1.1.03.00.00.00.000;02;0201;0,00;0,00;5.355,50;0,00;2.677,75;6.145,24;3.072,62;3.081,46;3.081,46;3.081,46;2.801,38;5.602,76;0,00;0,00;1.346,58;0,00;1.321,63;18.073,39;000;1021;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.12.1.1.04.00.00.00.000;02;0201;0,00;0,00;4.584,60;0,00;2.754,64;4.890,89;2.453,05;2.445,60;2.444,80;2.447,42;6.270,22;4.046,90;8.075,88;0,00;8.075,88;0,00;8.075,88;96.910,62;000;1064;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.99.0.0.00.00.00.00.000;02;0201;98.230,10;16.225,76;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;0,00;0,00;0,00;0,00;0,00;51.000,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.99.1.0.00.00.00.00.000;02;0201;98.230,10;16.225,76;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;0,00;0,00;0,00;0,00;0,00;51.000,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.99.1.1.00.00.00.00.000;02;0201;98.230,10;16.225,76;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;0,00;0,00;0,00;0,00;0,00;51.000,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.1.8.99.1.1.08.00.00.00.000;02;0201;98.230,10;16.225,76;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;8.112,88;0,00;0,00;0,00;0,00;0,00;51.000,00;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.0.00.0.0.00.00.00.00.000;02;0201;978.538,93;980.071,09;1.284.420,01;1.111.741,72;1.133.167,01;1.191.658,38;1.697.266,15;1.251.497,10;993.153,84;1.212.917,91;1.342.602,03;2.000.963,17;1.600.461,39;1.936.946,81;2.498.810,53;3.007.530,65;1.736.328,09;2.985.265,93;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.00.0.0.00.00.00.00.000;02;0201;978.538,93;980.071,09;1.284.420,01;1.111.741,72;1.133.167,01;1.191.658,38;1.697.266,15;1.251.497,10;993.153,84;1.212.917,91;1.342.602,03;2.000.963,17;1.600.461,39;1.936.946,81;2.498.810,53;3.007.530,65;1.736.328,09;2.985.265,93;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.0.0.00.00.00.00.000;02;0201;942.131,69;942.513,83;1.164.713,66;1.043.788,45;1.084.337,66;1.045.829,03;1.645.513,71;1.190.075,66;951.822,11;1.092.701,87;1.289.360,71;1.565.147,42;1.517.501,21;1.759.392,65;2.423.481,73;2.817.375,89;1.616.622,94;2.667.252,04;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.1.0.00.00.00.00.000;02;0201;763.208,82;879.356,93;1.074.817,80;844.402,74;1.006.549,52;996.454,83;1.605.265,77;1.163.603,76;932.446,79;1.074.007,45;1.272.981,73;1.286.418,40;1.291.994,85;1.479.128,02;2.311.431,28;2.767.088,24;1.577.574,16;2.552.522,91;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.1.1.00.00.00.00.000;02;0201;763.208,82;879.356,93;1.074.817,80;844.402,74;1.006.549,52;996.454,83;1.605.265,77;1.163.603,76;932.446,79;1.074.007,45;1.272.981,73;1.286.418,40;1.291.994,85;1.479.128,02;2.311.431,28;2.767.088,24;1.577.574,16;2.552.522,91;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.1.1.01.00.00.00.000;02;0201;457.925,29;527.614,15;644.890,69;506.641,65;603.929,72;597.872,87;963.159,44;698.162,25;559.468,05;644.404,47;763.789,03;771.851,04;775.196,91;887.476,81;1.363.458,78;1.674.414,78;946.544,49;1.531.513,74;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.1.1.02.00.00.00.000;02;0201;38.160,44;43.967,85;53.740,89;42.220,14;50.327,47;49.822,75;80.263,30;58.180,19;46.622,35;53.700,37;63.649,09;64.320,92;64.599,74;73.956,40;118.496,56;136.584,18;78.878,72;127.626,14;000;0020;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.1.1.03.00.00.00.000;02;0201;114.481,33;131.903,55;161.222,66;126.660,41;150.982,43;149.468,23;240.789,87;174.540,56;139.867,03;161.101,12;190.947,26;192.962,75;193.799,23;221.869,22;355.489,68;409.752,55;236.636,12;382.878,43;000;0040;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.1.1.04.00.00.00.000;02;0201;152.641,76;175.871,38;214.963,56;168.880,54;201.309,90;199.290,98;321.053,16;232.720,76;186.489,36;214.801,49;254.596,35;257.283,69;258.398,97;295.825,59;473.986,26;546.336,73;315.514,83;510.504,60;000;0031;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.2.0.00.00.00.00.000;02;0201;164.928,23;52.796,10;78.945,15;186.126,61;67.019,00;38.140,28;26.899,58;16.763,67;7.106,37;3.911,95;4.225,26;267.539,82;199.673,90;256.974,18;89.618,69;26.053,46;13.311,81;89.557,96;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.2.1.00.00.00.00.000;02;0201;164.928,23;52.796,10;78.945,15;186.126,61;67.019,00;38.140,28;26.899,58;16.763,67;7.106,37;3.911,95;4.225,26;267.539,82;199.673,90;256.974,18;89.618,69;26.053,46;13.311,81;89.557,96;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.2.1.01.00.00.00.000;02;0201;98.956,91;31.677,65;47.367,04;111.675,95;40.200,45;22.895,09;16.139,72;10.058,17;4.263,83;2.347,18;2.535,13;160.523,87;119.804,38;154.184,58;53.771,21;15.632,01;7.987,02;53.734,80;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.2.1.02.00.00.00.000;02;0201;8.246,41;2.639,80;3.947,27;9.306,33;3.350,97;1.906,99;1.344,98;838,16;355,30;195,60;211,27;13.377,00;9.983,69;12.848,69;4.480,90;1.302,70;665,63;4.477,89;000;0020;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.2.1.03.00.00.00.000;02;0201;24.739,24;7.919,42;11.841,79;27.919,00;10.052,84;5.721,06;4.034,95;2.514,55;1.065,94;586,78;633,79;40.130,98;29.951,07;38.546,13;13.442,81;3.908,03;1.996,79;13.433,67;000;0040;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.2.1.04.00.00.00.000;02;0201;32.985,67;10.559,23;15.789,05;37.225,33;13.414,74;7.617,14;5.379,93;3.352,79;1.421,30;782,39;845,07;53.507,97;39.934,76;51.394,78;17.923,77;5.210,72;2.662,37;17.911,60;000;0031;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.3.0.00.00.00.00.000;02;0201;12.942,50;10.360,80;10.950,71;12.409,43;10.769,14;11.233,92;12.165,94;9.708,23;12.268,95;12.872,15;12.153,72;11.189,20;24.010,96;21.640,99;22.431,76;22.560,17;24.344,95;25.171,17;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.3.1.00.00.00.00.000;02;0201;12.942,50;10.360,80;10.950,71;12.409,43;10.769,14;11.233,92;12.165,94;9.708,23;12.268,95;12.872,15;12.153,72;11.189,20;24.010,96;21.640,99;22.431,76;22.560,17;24.344,95;25.171,17;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.3.1.01.00.00.00.000;02;0201;7.765,50;6.216,46;6.570,42;7.445,65;6.461,48;6.740,35;7.299,56;5.824,94;7.361,38;7.723,29;7.292,23;6.713,50;14.406,59;12.984,58;13.459,05;13.536,12;14.606,96;15.102,70;000;0001;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.3.1.02.00.00.00.000;02;0201;647,13;518,05;547,54;620,47;538,46;561,70;608,30;485,41;613,44;643,61;607,68;559,47;1.200,54;1.082,05;1.121,59;1.128,00;1.217,25;1.258,57;000;0020;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.3.1.03.00.00.00.000;02;0201;1.941,37;1.554,13;1.642,61;1.861,42;1.615,37;1.685,09;1.824,89;1.456,23;1.840,34;1.930,82;1.823,06;1.678,38;3.601,64;3.246,15;3.364,77;3.384,02;3.651,75;3.775,67;000;0040;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.3.1.04.00.00.00.000;02;0201;2.588,50;2.072,16;2.190,14;2.481,89;2.153,83;2.246,78;2.433,19;1.941,65;2.453,79;2.574,43;2.430,75;2.237,85;4.802,19;4.328,21;4.486,35;4.512,03;4.868,99;5.034,23;000;0031;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.4.0.00.00.00.00.000;02;0201;1.052,14;0,00;0,00;849,67;0,00;0,00;1.182,42;0,00;0,00;1.910,32;0,00;0,00;1.821,50;1.649,46;0,00;1.674,02;1.392,02;0,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.01.4.1.00.00.00.00.000;02;0201;1.052,14;0,00;0,00;849,67;0,00;0,00;1.182,42;0,00;0,00;1.910,32;0,00;0,00;1.821,50;1.649,46;0,00;1.674,02;1.392,02;0,00;000;1018;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.0.0.00.00.00.00.000;02;0201;25.437,26;34.557,26;116.706,35;64.644,52;30.237,26;130.237,26;30.057,26;30.237,26;35.331,73;101.616,49;30.156,49;432.721,88;65.110,53;140.622,42;47.682,90;154.318,36;75.710,70;188.667,10;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.0.00.00.00.00.000;02;0201;25.437,26;34.557,26;116.706,35;64.644,52;30.237,26;130.237,26;30.057,26;30.237,26;35.331,73;101.616,49;30.156,49;432.721,88;65.110,53;140.622,42;47.682,90;154.318,36;75.710,70;188.667,10;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.00.00.00.00.000;02;0201;25.437,26;34.557,26;116.706,35;64.644,52;30.237,26;130.237,26;30.057,26;30.237,26;35.331,73;101.616,49;30.156,49;432.721,88;65.110,53;140.622,42;47.682,90;154.318,36;75.710,70;188.667,10;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.01.00.00.00.000;02;0201;12.116,64;12.116,64;12.476,64;24.413,28;12.296,64;12.296,64;12.116,64;12.296,64;12.296,64;0,00;540,00;178.795,47;23.020,13;23.614,77;23.099,51;31.238,65;31.138,21;80.712,36;000;4011;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.02.00.00.00.000;02;0201;10.000,00;10.000,00;10.000,00;20.000,00;10.000,00;10.000,00;10.000,00;10.000,00;10.000,00;0,00;0,00;182.000,00;35.574,66;13.147,16;15.467,25;11.600,43;13.533,84;35.533,83;000;4090;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.04.00.00.00.000;02;0201;1.320,62;1.320,62;1.320,62;2.641,24;1.320,62;1.320,62;1.320,62;1.320,62;1.320,62;1.320,62;1.320,62;22.450,54;3.087,16;1.852,30;1.852,30;1.852,30;3.704,60;1.504,70;000;4050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.05.00.00.00.000;02;0201;2.000,00;2.000,00;2.000,00;4.000,00;2.000,00;2.000,00;2.000,00;2.000,00;2.000,00;2.000,00;2.000,00;12.000,00;3.428,58;3.428,58;3.428,58;3.428,58;3.428,58;11.928,53;000;4160;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.07.00.00.00.000;02;0201;0,00;9.120,00;0,00;13.590,00;4.620,00;4.620,00;4.620,00;4.620,00;4.620,00;0,00;0,00;0,00;0,00;7.670,52;3.835,26;6.198,40;18.811,00;8.987,68;000;4050;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.10.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;90.909,09;0,00;0,00;0,00;0,00;000;4011;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.10.00.00.00.000;02;0201;0,00;0,00;90.909,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4011;3160;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.11.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100.000,00;0,00;0,00;000;4297;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.11.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4297;3110;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.12.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.094,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.094,47;0,00;000;4300;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.13.00.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;48.295,87;26.295,87;32.475,87;0,00;0,00;0,00;0,00;0,00;0,00;000;0000;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.13.01.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.878,94;15.878,94;16.058,94;0,00;0,00;0,00;0,00;0,00;0,00;000;4011;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.13.02.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.416,93;10.416,93;10.416,93;0,00;0,00;0,00;0,00;0,00;0,00;000;4090;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.13.04.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.000,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4160;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
4.1.7.2.8.03.1.1.13.05.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4011;0000;2021-01-01;2021-12-31;2022-01-24;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:/Users/Everton/OneDrive/Prefeitura\2021\PAD\2021-12\pm\MES12\RECEITA.TXT"
